subject_id,group,message_order,message_id,date,message,annotator_1_label,annotator_1_dimension,annotator_2_label,annotator_2_dimension,annotator_3_label,annotator_3_dimension,final_label,final_dimension,notes
subject25,control,8,23641915116,2020-04-13 18:53:06,Sigo el canal y decía iniciar conversación y le di y decía unirme al chat y asi entre XD,,,,,,,,,
subject25,control,9,78640163491,2020-04-13 18:53:41,De donde son todos ?,,,,,,,,,
subject25,control,10,56061020374,2020-04-13 18:54:57,Se ve super ricoo,,,,,,,,,
subject25,control,11,3476709256,2020-04-13 18:56:04,Y cuantos años tienen ?,,,,,,,,,
subject25,control,12,10601365165,2020-04-13 18:58:12,Tengo 16 añod y ustedes ?,,,,,,,,,
subject25,control,13,548149559,2020-04-13 19:21:28,Ah que bien un gusto,,,,,,,,,
subject25,control,14,65911835230,2020-04-13 20:18:18,Y eso ? cara sonriendo con sudor frío,,,,,,,,,
subject25,control,15,51488195440,2020-04-13 22:19:42,Okey haré como si no hubiera leído eso cara con mano sobre la boca,,,,,,,,,
subject25,control,16,52506451641,2020-04-13 22:20:30,Yo también pero haré como si no lo hubiera leído cara sonriendo con sudor frío,,,,,,,,,
subject25,control,17,42989713554,2020-04-14 20:45:30,Buenas tardes cara sonriendo con sudor frío,,,,,,,,,
subject25,control,18,66968920293,2020-04-14 22:34:52,Jajajajaja cara llorando de risa,,,,,,,,,
subject25,control,19,41461462155,2020-04-14 23:06:32,Yo súper bien y tu ?,,,,,,,,,
subject25,control,20,84264130968,2020-04-14 23:29:54,Yo estoy con mi novio escuchando música y ustedes ?,,,,,,,,,
subject25,control,21,97332033989,2020-04-14 23:30:07,Jajajajaja porque doces eso ?,,,,,,,,,
subject25,control,22,32994687712,2020-04-14 23:45:52,Porque estas en depresión ?,,,,,,,,,
subject25,control,23,38866211812,2020-04-14 23:48:17,Y todavia fumas marihuana ?,,,,,,,,,
subject25,control,24,58123407954,2020-04-14 23:49:52,Si la verdad es mejor,,,,,,,,,
subject25,control,25,41626392315,2020-04-14 23:50:04,Mi abuelo fumaba cigarro u murió de cáncer en el pulmón cuando mi mama tenia 9 años,,,,,,,,,
subject25,control,26,17666275249,2020-04-14 23:50:18,Y eso no me parece sano fumar,,,,,,,,,
subject25,control,27,57421053234,2020-04-15 01:08:30,Tranquilo no te preocupes,,,,,,,,,
subject25,control,28,27558161308,2020-04-15 01:08:55,"Si , yo en mi caso cuando estoy mal escucho musica , y cuando me empiezo a sentir mejor bailo o canto",,,,,,,,,
subject25,control,29,57224123827,2020-04-15 01:27:08,"Como lo mío es el baile y el canto , por eso me desahogo haciendo lo que amo",,,,,,,,,
subject253,control,1,45203549876,2021-12-29 21:49:23,Linda tarde a todos,,,,,,,,,
subject253,control,2,42964807064,2021-12-29 21:49:30,Espero no interrumpir nada,,,,,,,,,
subject253,control,3,30429445931,2022-01-07 16:52:16,"Yo sé cómo te sientes , pero tranquilo tranquilo respira respira profundamente , aveces eso nos pasa vemos que ya no hay solución para nuestra vida pero debes respirar y estar lo más tranquilo que puedas , verás que si estas tranquilo verás las cosas de otra manera",,,,,,,,,
subject253,control,4,32888149673,2022-01-07 16:52:35,Y podrás resolver tu problema,,,,,,,,,
subject253,control,5,20004221022,2022-01-08 00:42:22,Excelente día Es viernes y él cuerpo lo sabe ... Sabe que no saldrá a ningún lado cara radiante con ojos sonrientes,,,,,,,,,
subject253,control,6,15200411987,2022-01-08 00:47:54,Ami me daba anciedad de comer aveces ni sabía que quería pero me distraía salía a caminar o me ponía a barrer o hacer cualquier cosa para que mi mente se mantuviera ocupada,,,,,,,,,
subject253,control,7,49171553530,2022-01-08 00:49:47,Ami tampoco me diagnosticaron pero en mi subcociencia sabía que tenía cara feliz con ojos sonrientes así que prefería mantener mi mente ocupada,,,,,,,,,
subject253,control,8,1682256279,2022-01-08 00:51:55,Yo en cambio dormía muchoooo asta que me dijieron que eso estaba mal y empese a darme cuenta que siii me estaba pasando algo pero nunca he pedido ayuda ni nada no soy de esas personas no creo en la ayuda yo se que sólo tú te puedes ayudar,,,,,,,,,
subject253,control,9,83812457069,2022-01-08 00:52:37,Quizás siiii pero yo no puedo con eso jajajajaja tengo criaturas en casa y es un caos,,,,,,,,,
subject253,control,10,74066682202,2022-01-08 00:53:36,Siii ese si es un buen método lo aplico seguido,,,,,,,,,
subject253,control,11,93310408345,2022-01-08 00:54:09,No siempre eeee aveces sólo empeora las cosas,,,,,,,,,
subject253,control,12,61018432009,2022-01-08 00:54:24,Pueden llegar a empeorar tu estado de ánimo,,,,,,,,,
subject253,control,13,17392037938,2022-01-08 00:55:08,Pues yo he aprendido que sólo yo me.puedo ayudar y lo he aprendido a la.mala .,,,,,,,,,
subject253,control,14,13329280589,2022-01-08 00:56:12,Bueno esque he sido de la personas que da toda la confianza para contar mis cosas pero terminan siendo contadas a más personas por eso digo que he aprendido a la mala a no confiar,,,,,,,,,
subject253,control,15,12940326147,2022-01-08 00:57:11,No te preocupes de echo no te entendí cara radiante con ojos sonrientes,,,,,,,,,
subject253,control,16,91212877793,2022-01-08 00:58:09,Es súper feo que sean así las personas y más porque te an contado cosas de sus vidas y tú no las cuentas y aparte las has apoyado siempre para que . ? ? ? Para que terminen dándote la espalda,,,,,,,,,
subject253,control,17,83067516216,2022-01-08 00:58:48,De echo creo que así son muchas personas,,,,,,,,,
subject253,control,18,73549296132,2022-01-08 01:00:21,Es como raro porque termina por dormirme,,,,,,,,,
subject253,control,19,14075245504,2022-01-08 01:01:35,Pues siiiii pero aveces es como que necesario que alguien te escuché es porque handas vulnerable,,,,,,,,,
subject253,control,20,7495276431,2022-01-08 01:03:13,Si pero cuando es uno sincero lo toman a prepotencia,,,,,,,,,
subject253,control,21,42546529491,2022-01-08 01:03:46,Yo no le sé,,,,,,,,,
subject253,control,22,5303669209,2022-01-08 01:04:18,Recuerda que sólo tú te puedes ayudar,,,,,,,,,
subject253,control,23,76123978804,2022-01-08 01:06:25,Pues tu tienes el poder de cambiarlo,,,,,,,,,
subject253,control,24,17457775325,2022-01-08 01:06:53,Sólo uno . mismo tiene el poder de cambiar nuestra forma de pensar nuestra forma de sentirnos,,,,,,,,,
subject253,control,25,19801993959,2022-01-08 01:07:06,Nadie más puede hacer nada por ti sólo tú,,,,,,,,,
subject253,control,26,10862086002,2022-01-08 01:07:39,Si tu dices me siento mal te vas a sentir mal si tu dices me siento bien y voy estar bien soy fuerte ceras que lo lograrás,,,,,,,,,
subject253,control,27,93515323174,2022-01-08 01:08:28,Cada día es una nueva oportunidad para cambiar lo que no nos gusta de nosotros,,,,,,,,,
subject253,control,28,90282821369,2022-01-08 01:10:12,Si piensas en cosas malas te pasarán cosas malas si piensas cosas buenas te pasará cosas buenas,,,,,,,,,
subject253,control,29,20222370476,2022-01-08 01:12:32,Siii te entiendo muy . Bien mejor de lo que imaginar ... En ocasiones quería desaparecer a todo el que.me.hablaba,,,,,,,,,
subject253,control,30,59481281339,2022-01-08 01:12:54,Es una sensación horrible pero debes aprender avivir tranquilamente,,,,,,,,,
subject253,control,31,98533461372,2022-01-08 01:13:21,En ocasiones es frustración,,,,,,,,,
subject253,control,32,58812585829,2022-01-08 01:15:18,También si va al hospital podría ser contraproducente porqr lo podría someter o diagnosticar con covid o el otro virus,,,,,,,,,
subject253,control,33,71612573500,2022-01-08 01:15:31,Sería mejor que tú solo te controles,,,,,,,,,
subject253,control,34,29769109112,2022-01-08 01:15:50,Esque deben ser fuerte,,,,,,,,,
subject253,control,35,61731482453,2022-01-08 01:17:14,Y si por ejemplo intentan morir y no se mueren ... Yo digo que si estas vivo aún es por alguna razón,,,,,,,,,
subject253,control,36,13904444401,2022-01-08 01:17:29,Y si te toca estar vivo debes luchar con la vida,,,,,,,,,
subject253,control,37,87257114285,2022-01-08 01:18:20,Porque la vida te grita ... TE LEVANTAS O TE UNDO MÁS,,,,,,,,,
subject253,control,38,3321209918,2022-01-08 01:18:55,Las vida es los valientes de los fuertes y si estamos vivos es porque somos fuertes y valientes,,,,,,,,,
subject253,control,39,50334658516,2022-01-08 01:19:39,La vida no te dará más de los que aguantes,,,,,,,,,
subject253,control,40,21967435817,2022-01-08 01:22:16,Es como el dicho si la vida te da limones haste limonada ... Oooooo mejor aún Si la vida te da la espalda agarrale las nalgas cara sonriendo con superioridad,,,,,,,,,
subject253,control,41,27150789725,2022-01-08 01:23:49,Espero puedas agarrale las nalgas a la vida y saboreala,,,,,,,,,
subject253,control,42,99362876826,2022-01-08 01:24:16,El Consejo de agarrar la vida por las nalgas y saboreala es para todos ok,,,,,,,,,
subject253,control,43,53118820769,2022-01-22 00:43:24,"No . Por favor no te quites la vida . No lo hagas . Así una sola persona en este mundo te ame , tienes a alguien . Puede que tú tampoco lo sepas o sólo sea tu mascota la que te ame . Por mucho que suene tentadora la idea en tu cabeza , no lo hagas . El futuro es el por venir , pronto conocerás a más personas y todo mejorará . Las cosas cambian , lo que tarden , pero cambian . Todo a su tiempo . Sé fuerte y valiente . Que sigas hoy aquí me hace sentir orgulloso de ti corazón rojo Sigue adelante ! You can do it ! !",,,,,,,,,
subject263,control,1,48908787304,2020-09-22 20:08:54,Alguien toma noctamid gotas ?,,,,,,,,,
subject263,control,2,23098651997,2020-09-23 06:19:38,Soy de España Andalucía Jaen,,,,,,,,,
subject263,control,3,77513077772,2020-09-23 07:28:05,Habiendo pirulas todo tiene mejor color Jajjaja,,,,,,,,,
subject263,control,4,65122543867,2020-09-25 07:08:19,Alguien sabe donde conseguir olanzapina ? ?,,,,,,,,,
subject263,control,5,98864068049,2020-09-25 17:00:23,Alguien necesita zolafren o lexatin o lormetazepam España contacte,,,,,,,,,
subject263,control,6,71146472019,2020-09-26 09:19:13,Ya a estás hora si,,,,,,,,,
subject263,control,7,99241750924,2020-09-26 09:21:29,Son las 9 ; 20 de la mañana,,,,,,,,,
subject263,control,8,24725599275,2020-09-26 09:26:08,Más raro es un gato que escribe,,,,,,,,,
subject263,control,9,81796288541,2020-09-26 09:26:15,Si es bastante común,,,,,,,,,
subject263,control,10,37297169721,2020-09-26 09:27:06,Tiene dos días en el santoral,,,,,,,,,
subject263,control,11,86669547601,2020-09-26 09:29:37,Tu que eres el payazo del grupo ?,,,,,,,,,
subject263,control,12,13554785127,2020-09-26 09:30:36,Haces algún programa así de monólogos o algo ?,,,,,,,,,
subject263,control,13,13170601723,2020-09-26 09:30:55,No sé el gato bailarín que cuenta chistes o cosas así ? ?,,,,,,,,,
subject263,control,14,14305521511,2020-09-26 09:33:12,La ronda de preguntas termino,,,,,,,,,
subject263,control,15,53329846557,2020-09-26 20:41:53,Vamooo al rico complemento Jajnanan,,,,,,,,,
subject269,bsa,1,64836483243,2020-07-27 00:42:15,"Hola , me pasa igual , temor al mañana . Y sentir que no avanzo es frustrante ...",,,,,,,,,
subject269,bsa,2,54886235599,2020-07-27 00:49:05,"Todos lo días es una lucha , es la verdad , cada despierto y digo una batalla más , hay días que la batalla se gana y vienen otros días , que al final del día sientes que la batalla la perdiste . A veces sólo estás cansado o cansada de dar la lucha . Pero es cierto que sólo uno decide cómo de nuevo levantarse . A veces es sólo en modo automático . A veces nos autocriticamos mucho . Tal vez enter que las cosas pequeñitas son también un avance .",,,,,,,,,
subject269,bsa,3,43883373832,2020-07-27 00:51:55,"Te entiendo , muchas veces también me pasó y me pasa .",,,,,,,,,
subject269,bsa,4,9406940872,2020-07-27 00:57:58,"A mi me ayuda escribir , mantener la mente ocupada en cualquier cosa",,,,,,,,,
subject269,bsa,5,30078922679,2020-07-27 01:42:57,Gracias por los ánimos y el tiempo,,,,,,,,,
subject269,bsa,6,27976962284,2020-07-30 00:45:34,"Tomate una pausa , un descanso , pero no un punto final . Puede ser poco creíble pero seguro que no es el momento de irte",,,,,,,,,
subject269,bsa,7,32542850539,2020-08-01 02:52:49,"Hola , la verdad es q trato de enfocarme en todo lo q pueda en mi .",,,,,,,,,
subject269,bsa,8,77284295235,2020-08-01 02:54:34,"Es difícil no ver a los demás y ver cómo avanzan , y los logros que tienen . De hecho me pasa tb . Pero siempre intento de ponerme aunque sea logros chiquitos , pequeños logros . Si ayer estuve todo el día en cama . Digo , hoy me levantaré por lo menos a ordenar algo .",,,,,,,,,
subject269,bsa,9,95845170405,2020-08-01 02:55:50,"O escribo , lo que quisiera hacer , y aún no empiezo . Hago una lista de cosas que quiero hacer y lograr . Y la pongo cerca mía para verla y recordar q debo poner fuerza para lograr",,,,,,,,,
subject269,bsa,10,68104370624,2020-08-01 02:56:41,"Ordenarte para poder saber donde empiezas , porque muchas veces no sabes por donde empezar , y poner en orden lo más importante a menos importante . A mi me ayuda",,,,,,,,,
subject269,bsa,11,57915931757,2020-08-01 03:07:08,"Recordemos q cuando estamos en el fondo del hoyo , seremos los únicos que podremos sacarnos de ahí",,,,,,,,,
subject269,bsa,12,6120322776,2020-08-01 03:46:32,"Que buenooooo Víctor , cositas así animan tb .",,,,,,,,,
subject269,bsa,13,75307710440,2020-08-05 19:54:04,"Yo trato de hacer un trabajo , pero me esta costando concentrarme",,,,,,,,,
subject269,bsa,14,5939104421,2020-08-05 19:54:38,Me distraigo con absolutamente todo :(,,,,,,,,,
subject269,bsa,15,32833571633,2020-08-08 20:52:42,Me estoy sintiendo así hoy . Lo peor de todo es q me estoy esforzando en no sentirme así . Siento que las personas en especial amig @s han desaparecido poco a poco . Y siento q me voy quedando sola .,,,,,,,,,
subject269,bsa,16,65704296227,2020-08-08 20:53:05,Estoy tratando de hace runa tarea hace horas ... literalmente pegada a la pantalla y nada .,,,,,,,,,
subject269,bsa,17,64511132095,2020-08-08 20:53:48,"Tengo un nudo en el pecho , y esta pandemia no ayuda en nada",,,,,,,,,
subject269,bsa,18,69064933894,2020-08-08 21:14:27,Yo soy de Perú,,,,,,,,,
subject269,bsa,19,48158331805,2020-08-08 21:15:46,"Acabo de almorzar , a ver si me entran ganas de hacer este trabajoo",,,,,,,,,
subject269,bsa,20,38412543523,2020-08-08 21:23:14,"Estamos con fríoooo , ni el clima me favorece cara llorando de risa",,,,,,,,,
subject269,bsa,21,24483582555,2020-08-09 06:58:11,Cómo te sientes ahora ?,,,,,,,,,
subject269,bsa,22,90905369468,2020-08-10 21:56:54,"Que bueno leer eso Víctor , me alegra leerlo de ti , a pesar q tienes días a malos . Esa es la actitud",,,,,,,,,
subject269,bsa,23,93322782298,2020-08-11 02:33:42,"Hoy leí algo muy bueno de ti , no olvides que si hay perosnas qur no ven lo único que eres , habrán perosnas que lo verán . A veces mis días son una mierda . Y de todo eso busco algo q haya sido bueno . Así sea chiquito",,,,,,,,,
subject269,bsa,24,4648244534,2020-08-11 02:34:37,Espero estes más tranquila,,,,,,,,,
subject269,bsa,25,32668451418,2020-08-11 02:36:04,Lo sé ... no dejes q eso te hunda . No dejes q eso te lleve más a lo oscuro,,,,,,,,,
subject269,bsa,26,57078015662,2020-08-11 02:38:08,"Fatal , pero no creo q seas eso . Nadie sabe cómo somos exactamente . Me pasa un poco con mi padre tb . No sabe muy bien quién soy . Duele .",,,,,,,,,
subject269,bsa,27,71695534883,2020-08-11 02:38:44,Debes buscar la manera de poco a poco salir adelante por ti,,,,,,,,,
subject269,bsa,28,93385055681,2020-08-11 02:40:02,"Si tu familia no está apoyándote a veces es necesario , mantener un margen , silenciosamente . Porque un ambiente tóxico es peor cuando lo tomamos muy a pecho",,,,,,,,,
subject269,bsa,29,35832631410,2020-08-11 02:40:17,La familia es complicada muchas veces,,,,,,,,,
subject269,bsa,30,34278395772,2020-08-11 02:42:18,"Hazlo cuando estés tranquilo , y ellos tb . No importa cuánto las perosnas se burlen . Lo importante es q lo puedas decir en algún momento si ellos lo tomaron de la peor manera , créeme q el problema no eres tú . Sino ellos al no ver que hay un problema .",,,,,,,,,
subject269,bsa,31,89888761439,2020-08-11 02:44:57,"Tranqui , respira hondo ... Unas veces ...",,,,,,,,,
subject269,bsa,32,92712759998,2020-08-11 02:45:53,"Trata de no pensar mucho , es peor . Ya tu sabes que está jodido todo ahora . Pensar más o buscar algo es peor creo .",,,,,,,,,
subject269,bsa,33,21427887964,2020-08-11 02:46:44,Por lo menos podemos leerte un rato a veces es peor cuando no tienes respuesta alguna,,,,,,,,,
subject269,bsa,34,65361707876,2020-08-11 02:48:00,"Si últimamente pienso q me pasa eso , de diferente manera pero algo por ahí",,,,,,,,,
subject269,bsa,35,14097380293,2020-08-11 02:48:50,"Claro que sí , tb puedes contar conmigo . No sé si de mucha ayuda , pero por lo menos leerte",,,,,,,,,
subject269,bsa,36,94526267519,2020-08-11 02:49:12,"Respiraaaaaaaaaa , llora pero respira un pocoo",,,,,,,,,
subject269,bsa,37,31740214645,2020-08-11 03:06:44,"Estas pensando mucho , no lo hagas . Deja tu mente en blanco , todo lo q puedas",,,,,,,,,
subject271,bso,1,31870876835,2020-05-17 03:56:24,"Buenas noches , saludos desde colombia .",,,,,,,,,
subject271,bso,2,43508225601,2020-05-17 03:57:32,Ve somos deprimentes pues jaja,,,,,,,,,
subject271,bso,3,26655353003,2020-05-17 03:58:00,Naaa . España tiene los indices más altos,,,,,,,,,
subject271,bso,4,59960014143,2020-05-17 03:58:22,En colombia son menos depresivos . Simplemente este grupo tiene varios integrantes de colombia .,,,,,,,,,
subject271,bso,5,73756591347,2020-05-17 03:58:38,Yo padesco toc y me obsesionó con bobadas,,,,,,,,,
subject271,bso,6,47837789684,2020-05-17 03:58:57,Y pues es algo cierto . Argentina y mexico tienen mucho mas deprimidos que colombia,,,,,,,,,
subject271,bso,7,39193463240,2020-05-17 04:00:33,Censos por asi decirlo .,,,,,,,,,
subject271,bso,8,12158794344,2020-05-17 04:00:51,Alla esta la asociacion toc granada .,,,,,,,,,
subject271,bso,9,79579065424,2020-05-17 04:01:01,Por que hay varios,,,,,,,,,
subject271,bso,10,44756486857,2020-05-17 04:02:48,Pues necesitar EPR es lo mejor para el toc . Y medicamentos Isrs,,,,,,,,,
subject271,bso,11,62468568186,2020-05-17 04:03:10,Los psiquiatras dan benzodiasepinas pero no es lo mejor pal toc,,,,,,,,,
subject271,bso,12,70718025937,2020-05-17 04:06:46,Yo tomo lorazepam . Me sirve pa dormir,,,,,,,,,
subject271,bso,13,73074072115,2020-05-17 04:07:09,Púes es que las Isrs no causan adicción . Las benzodiasepinas si,,,,,,,,,
subject271,bso,14,28116513741,2020-05-17 04:07:13,O como se escriba XD,,,,,,,,,
subject271,bso,15,41286361785,2020-05-17 04:08:23,Y como estas ? Q tal le fue hoy,,,,,,,,,
subject271,bso,16,7251594471,2020-05-17 04:10:37,Púes yo algo confundido,,,,,,,,,
subject271,bso,17,41711867736,2020-05-17 04:11:25,"siento que hasta ahora no se nada de sexualidad . me he sorprendido que niñas de 15 años me digan que es raro que nunca haya tenido novia . cuando eso se supone que es normal . No entiendo nada :/ es difícil tener una amistad real , todas las personas tanto hombres como mujeres que me hablan solo son interesadas . solo me hablan por favores . Asi que he pensando en tratar de casi no hablarles",,,,,,,,,
subject271,bso,18,19835935021,2020-05-17 04:14:30,Los cumplí en abril,,,,,,,,,
subject271,bso,19,72153059177,2020-05-17 04:14:58,Hoy en dia se han perdido arto los valores . Hay mucho interes de las personas . Son muy superficiales,,,,,,,,,
subject271,bso,20,21627641738,2020-05-17 04:24:25,Porqué lo dice . Para mi es mentira lo que dices,,,,,,,,,
subject271,bso,21,46449230423,2020-05-17 04:24:56,Yo leeo bastante . Se de lo que hablo,,,,,,,,,
subject271,bso,22,80099627170,2020-05-17 04:25:04,Ud no lee . No es mi culpa,,,,,,,,,
subject271,bso,23,17122752531,2020-05-17 04:25:11,Y no es necesario ir a sigos pasados,,,,,,,,,
subject271,bso,24,91800997652,2020-05-17 04:25:22,Simplemente hable con su abuelito,,,,,,,,,
subject271,bso,25,43045427065,2020-05-17 04:26:24,Vaya y hable con viejitos,,,,,,,,,
subject271,bso,26,89034857442,2020-05-17 04:30:16,Hoy en dia se creen políticamente correptos,,,,,,,,,
subject271,bso,27,63738869964,2020-05-17 04:30:45,No tenian la mejor etica . Pero se esforzaban . Querian ser sabios . hoy en dia toman la experiencia como fuente de conocimiento,,,,,,,,,
subject271,bso,28,72112966457,2020-05-17 05:19:52,Solo que es necesario que pasemos por cosas negativas como estas,,,,,,,,,
subject271,bso,29,58232931022,2020-05-17 05:26:17,Si se puede mañana hablamos vacan . Ya tengo que dormir,,,,,,,,,
subject271,bso,30,89785974448,2020-05-17 05:26:59,Esas drogas no estan diseñadas para usarsen varios meses . Aun que las isrs no causan ansiedad es bueno irlas cambiando . Preguntale a tu psiquiatra,,,,,,,,,
subject271,bso,31,61132578252,2020-05-17 05:27:09,Un neurologo también sirve,,,,,,,,,
subject271,bso,32,27206588063,2020-05-17 05:27:52,"Bueno , buenas noches a todos z . z . z .",,,,,,,,,
subject282,bsf,1,75781396353,2020-03-03 10:11:16,Me siento muy triste y estos días he tenido bastantes ideas suicidas a comparación con días pasados,,,,,,,,,
subject282,bsf,2,4608722630,2020-03-03 10:11:16,He jugado a la play un poco pero ni eso me anima,,,,,,,,,
subject282,bsf,3,7406448069,2020-03-03 10:11:17,Y encima estos días me van a matar,,,,,,,,,
subject282,bsf,4,67980150534,2020-03-03 10:11:17,Todo en general me va a matar,,,,,,,,,
subject282,bsf,5,45824662790,2020-03-06 17:12:27,Ha sido un día cansado y malo,,,,,,,,,
subject282,bsf,6,52833297088,2020-03-06 17:12:40,Ya me voy a dormir y fuera mierdas,,,,,,,,,
subject282,bsf,7,18164290107,2020-03-08 09:13:44,Y ahora me tengo que ir,,,,,,,,,
subject282,bsf,8,39516694762,2020-03-11 20:43:22,Ya hasta ni me dan ganas de jugar a la play ...,,,,,,,,,
subject282,bsf,9,60138658661,2020-03-11 20:43:22,Y estoy escuchando música porque es la música de mierda esa que me destroza,,,,,,,,,
subject282,bsf,10,80947821593,2020-03-13 18:45:01,A mi me han cancelado lo de los perritos hasta nuevo avido,,,,,,,,,
subject282,bsf,11,81450657123,2020-03-13 18:45:02,Y quiero salir a comprar aunque sea un puto fifa pa jugar con mi padre por si le Dan vacaciones,,,,,,,,,
subject282,bsf,12,38567504790,2020-03-13 18:45:32,Ayer me dormí llorando,,,,,,,,,
subject282,bsf,13,80123289412,2020-03-13 18:58:31,Me gusta el fifa el modo carrera con el betis o el Cádiz o un equipo inferior y subirlo a lo máximo y tener en un equipo a mis jugadores favoritos,,,,,,,,,
subject282,bsf,14,73554550133,2020-03-13 18:58:57,Y me gusta el modo UT pero por gestionar el equipo y como se ve,,,,,,,,,
subject282,bsf,15,99288265352,2020-03-13 18:59:15,Pa jugar un par de partidos con amigos y poco más,,,,,,,,,
subject282,bsf,16,84268845120,2020-03-13 19:01:57,Yo al último que jugué de tenerlo fue el 14,,,,,,,,,
subject282,bsf,17,20566519509,2020-03-16 03:58:14,"Mental breakdown del que necesito salir a la calle y hay gente sin depresión ni ansiedad ni mierdas que dice "" no puedo estar más tiempo encerrado en casa "" cuando se tiran media hora sacando al perro y hablan de quedar mañana pa liarse",,,,,,,,,
subject282,bsf,18,2761542923,2020-03-16 03:58:14,Te lo juro me da un puto asco esta situación,,,,,,,,,
subject282,bsf,19,53144900740,2020-03-16 03:58:15,Y luego gilipollas que se creen que son vacaciones,,,,,,,,,
subject282,bsf,20,88622536983,2020-03-16 04:05:53,En Madrid han cerrao to,,,,,,,,,
subject282,bsf,21,18253293137,2020-03-16 04:06:03,Y hay 15 días de aislamiento,,,,,,,,,
subject282,bsf,22,79434512474,2020-03-16 04:06:16,"Y no sé puede salir a la calle , sino , mults",,,,,,,,,
subject283,bso,1,46758888712,2020-07-31 07:45:27,Que pasó con el boludo que subiría un video como a las 8,,,,,,,,,
subject283,bso,2,95067415759,2020-08-04 00:27:56,": u pense que ya me habían eliminado , la verdad no escribo porque no tengo demasiado ue escribir , les mando un saludo a todos",,,,,,,,,
subject283,bso,3,49819606319,2020-08-08 02:16:44,Hay un libro que explica todo eso,,,,,,,,,
subject283,bso,4,46291157875,2020-08-08 02:16:56,Como se siente cada método y la eficacia,,,,,,,,,
subject283,bso,5,86061875029,2020-08-08 02:17:08,Se llama el completo manual del suicidio,,,,,,,,,
subject283,bso,6,57747885537,2020-08-08 02:19:25,Debe de haber traducciones no oficiales,,,,,,,,,
subject283,bso,7,45759478521,2020-08-08 02:20:48,En aokigahara se han encontrado copias de ese libro junto a cadaveres,,,,,,,,,
subject283,bso,8,9836216120,2020-08-08 02:20:58,Por eso es un libro prohibido,,,,,,,,,
subject283,bso,9,7803622945,2020-08-08 02:21:13,Supongo que también por eso no hsy traducciones oficiales,,,,,,,,,
subject283,bso,10,48653982788,2020-08-08 02:32:57,"Suicidarse es la solución permanente a problemas temporales , todo pasa y seguramente lo que estaa viviendo también pasará",,,,,,,,,
subject283,bso,11,39780957753,2020-08-08 02:33:11,: u me costó 2 años de terapia meditar eso,,,,,,,,,
subject283,bso,12,19567146991,2020-08-08 02:34:02,Han leído a Bertrand Russell ?,,,,,,,,,
subject283,bso,13,67144910309,2020-08-08 02:34:34,El hablaba sobre el cariño y porque nos duele que no nos demuestren afecto,,,,,,,,,
subject283,bso,14,89384135531,2020-08-08 02:34:43,Esperen les comparto el audio,,,,,,,,,
subject283,bso,15,30353794906,2020-08-08 02:46:24,La conquista de la felicidad,,,,,,,,,
subject283,bso,16,5391132775,2020-08-08 02:53:10,Quieren que les cuente por que entre en depresión o quieren ver unos cuadrangulares,,,,,,,,,
subject283,bso,17,917846063,2020-08-08 03:04:10,": u luego les cuento entonces , ahora me iré a hacer una natilla",,,,,,,,,
subject283,bso,18,98797050105,2020-08-08 03:05:23,"Ahi los dejo muchachos , no se me suiciden cara lanzando un beso",,,,,,,,,
subject284,bsf,1,20373477922,2021-01-17 01:57:09,Pues un poco sad,,,,,,,,,
subject284,bsf,2,80220038229,2021-01-17 01:58:03,Todo es una completa mierda sabes,,,,,,,,,
subject284,bsf,3,43014004946,2021-01-17 01:58:17,Tengo 18 años y tengo tantas ganas de morir te lo juro,,,,,,,,,
subject284,bsf,4,57750209733,2021-01-17 02:01:41,Pues estoy viviendo sola intentando independizarme,,,,,,,,,
subject284,bsf,5,64733675934,2021-01-17 02:02:12,Estoy en eso y me va yendo mal por el momento,,,,,,,,,
subject284,bsf,6,80969394418,2021-01-17 02:02:28,Porque nunca en mi asquerosa vida había estado sola,,,,,,,,,
subject284,bsf,7,91176073949,2021-01-17 02:03:43,Y pa aumentarla mi novio me dejo . Cuando yo más lo necesitaba,,,,,,,,,
subject284,bsf,8,7001442265,2021-01-17 02:06:49,Ubican que era hija de papi . Y mi papá falleció hace 1 año y desde ese momento mi vida se va deteriorando,,,,,,,,,
subject284,bsf,9,17431524674,2021-01-17 02:07:11,Y cada vez a pesar de que trabaje al llegar a mi cuarto me siento tan sola,,,,,,,,,
subject284,bsf,10,74757168832,2021-01-17 02:07:43,Y la verdad yo pensé que vivir sola seria bueno pero cuando lo perdés todo es un completa mierda te lo juro,,,,,,,,,
subject284,bsf,11,57918439756,2021-01-17 02:07:57,Yo estuve con esa persona 3 años,,,,,,,,,
subject284,bsf,12,81181298264,2021-01-17 02:08:27,Le dedique mi tiempo y de un día a otro decidió ya no estar conmigo y me dejó como si no fuera nada en su vida,,,,,,,,,
subject284,bsf,13,31464363333,2021-01-17 02:09:11,Les juro que estoy llorando en este momento .,,,,,,,,,
subject284,bsf,14,6444600651,2021-01-17 02:09:26,Pero le dedique 3 malditos años,,,,,,,,,
subject284,bsf,15,70015679873,2021-01-17 02:09:45,Y me dejó así como si nada como es posible .,,,,,,,,,
subject284,bsf,16,79461914623,2021-01-17 02:12:51,La costumbre me está matando .,,,,,,,,,
subject284,bsf,17,58511350396,2021-01-17 02:13:13,Simplemente lo extraño y no puedo buscarlo y no quiero buscarlo .,,,,,,,,,
